locus,concept,concept_type,ambiguity_level,query_condition,query_count,catholic_score,secular_score,catholic_alignment_score,top_catholic_rate,mean_nearest_catholic_rank,mean_nearest_secular_rank
Human Dignity and Theological Anthropology,embodiment,anthropological,high,bare,1,0.44478305578231814,0.43691331148147583,0.007869744300842307,1.0,1.0,3.0
Human Dignity and Theological Anthropology,embodiment,anthropological,high,catholic,3,0.43321936527887983,0.2914771576722463,0.1417422076066335,1.0,1.0,4.666666666666667
Human Dignity and Theological Anthropology,embodiment,anthropological,high,ordinary,3,0.3641360988219579,0.3730862885713577,-0.008950189749399817,0.6666666666666666,1.3333333333333333,2.0
Human Dignity and Theological Anthropology,free will,anthropological_moral,high,academic,3,0.29827011028925576,0.30554770727952324,-0.007277596990267439,0.3333333333333333,1.6666666666666667,1.3333333333333333
Human Dignity and Theological Anthropology,free will,anthropological_moral,high,bare,1,0.3839162766933441,0.42411893606185913,-0.040202659368515026,0.0,2.0,1.0
Human Dignity and Theological Anthropology,free will,anthropological_moral,high,catholic,3,0.2724428782860438,0.24146426916122435,0.03097860912481945,1.0,1.0,3.3333333333333335
Human Dignity and Theological Anthropology,free will,anthropological_moral,high,ordinary,3,0.26962918937206265,0.30118551651636755,-0.031556327144304896,0.0,2.0,1.0
Human Dignity and Theological Anthropology,human dignity,anthropological_social,medium,academic,3,0.46887781023979186,0.2946919798851013,0.1741858303546905,1.0,1.0,4.333333333333333
Human Dignity and Theological Anthropology,human dignity,anthropological_social,medium,bare,1,0.5680969893932343,0.40602235198020936,0.1620746374130249,1.0,1.0,3.0
Human Dignity and Theological Anthropology,human dignity,anthropological_social,medium,catholic,3,0.46273275415102644,0.2393150826295217,0.22341767152150474,1.0,1.0,5.0
Human Dignity and Theological Anthropology,human dignity,anthropological_social,medium,ordinary,3,0.42177493969599406,0.31692742407321933,0.10484751562277474,1.0,1.0,3.6666666666666665
Human Dignity and Theological Anthropology,human person,anthropological,medium,academic,3,0.34568685789903003,0.24849470953146616,0.09719214836756389,1.0,1.0,4.0
Human Dignity and Theological Anthropology,human person,anthropological,medium,bare,1,0.39760724306106565,0.4325110912322998,-0.03490384817123415,0.0,2.0,1.0
Human Dignity and Theological Anthropology,human person,anthropological,medium,catholic,3,0.362896924217542,0.21509388089179993,0.1478030433257421,1.0,1.0,5.333333333333333
Human Dignity and Theological Anthropology,human person,anthropological,medium,ordinary,3,0.29592500925064086,0.2595935006936391,0.036331508557001735,1.0,1.0,3.0
Human Dignity and Theological Anthropology,imago Dei,anthropological_doctrinal,low,academic,3,0.45265663067499795,0.3532844215631485,0.09937220911184946,1.0,1.0,4.0
Human Dignity and Theological Anthropology,imago Dei,anthropological_doctrinal,low,bare,1,0.47765073776245115,0.41590628027915955,0.061744457483291604,1.0,1.0,4.0
Human Dignity and Theological Anthropology,imago Dei,anthropological_doctrinal,low,catholic,3,0.4364402194817861,0.32323814332485196,0.1132020761569341,1.0,1.0,4.0
Human Dignity and Theological Anthropology,imago Dei,anthropological_doctrinal,low,ordinary,3,0.43955528338750205,0.3538463026285172,0.08570898075898488,1.0,1.0,3.6666666666666665
Human Dignity and Theological Anthropology,migration,social_doctrine,high,academic,3,0.2934173087279002,0.3257471432288488,-0.03232983450094858,0.6666666666666666,1.3333333333333333,1.6666666666666667
Human Dignity and Theological Anthropology,migration,social_doctrine,high,bare,1,0.3213361620903015,0.41759935617446897,-0.09626319408416745,0.0,2.0,1.0
Human Dignity and Theological Anthropology,migration,social_doctrine,high,catholic,3,0.2696840286254883,0.2548830062150955,0.014801022410392772,1.0,1.0,2.0
Human Dignity and Theological Anthropology,migration,social_doctrine,high,ordinary,3,0.2919086674849192,0.30734996994336444,-0.015441302458445216,1.0,1.0,2.0
Human Dignity and Theological Anthropology,personhood,anthropological_philosophical,high,academic,3,0.30784138639767966,0.2695690462986628,0.03827234009901683,0.3333333333333333,1.6666666666666667,1.6666666666666667
Human Dignity and Theological Anthropology,personhood,anthropological_philosophical,high,bare,1,0.380505234003067,0.40962045788764956,-0.029115223884582542,0.0,2.0,1.0
Human Dignity and Theological Anthropology,personhood,anthropological_philosophical,high,catholic,3,0.3462005039056142,0.20057481576999028,0.14562568813562393,1.0,1.0,5.0
Human Dignity and Theological Anthropology,personhood,anthropological_philosophical,high,ordinary,3,0.2758955895900726,0.29307055870691934,-0.01717496911684672,0.0,3.0,1.0
Human Dignity and Theological Anthropology,poverty,social_moral,high,academic,3,0.2428450733423233,0.35981868108113607,-0.11697360773881277,0.0,2.0,1.0
Human Dignity and Theological Anthropology,poverty,social_moral,high,bare,1,0.2968639612197876,0.5291338682174682,-0.23226990699768063,0.0,5.0,1.0
Human Dignity and Theological Anthropology,poverty,social_moral,high,catholic,3,0.3028491129477819,0.28702086210250854,0.015828250845273322,1.0,1.0,2.6666666666666665
Human Dignity and Theological Anthropology,poverty,social_moral,high,ordinary,3,0.22524488816658658,0.35880352060000104,-0.13355863243341445,0.0,2.6666666666666665,1.0
